Target_genes	Gli3|Average	ERX2693515|Embryonic_brains	ERX2693516|Embryonic_brains	SRX386266|Embryonic_limb	STRING
Fbh1	48.000000	0	144	0	0
Fam3a	48.000000	0	144	0	0
Fam234a	48.000000	0	144	0	0
Fam221b	48.000000	0	144	0	0
Fam204a	48.000000	0	144	0	0
Fam169b	48.000000	0	144	0	0
Fam126a	48.000000	0	144	0	0
Exd2	48.000000	0	144	0	0
Etaa1	48.000000	0	144	0	0
Erlin1	48.000000	0	144	0	0
Ephx1	48.000000	0	144	0	0
Epdr1	48.000000	0	144	0	0
Entpd5	48.000000	0	144	0	0
Emx2	48.000000	0	144	0	0
Eif2s1	48.000000	0	144	0	0
Eif2b5	48.000000	0	144	0	0
Eif1ax	48.000000	0	144	0	0
Ehd4	48.000000	0	144	0	0
E130308A19Rik	48.000000	0	144	0	0
Dzank1	48.000000	0	144	0	0
Dync1i2	48.000000	0	144	0	0
Dut	48.000000	0	144	0	0
Dusp1	48.000000	0	144	0	0
Dsp	48.000000	0	144	0	0
Dnajc3	48.000000	0	144	0	0
Dnajb2	48.000000	0	144	0	0
Dicer1	48.000000	0	144	0	0
Diaph2	48.000000	0	144	0	0
Dhx15	48.000000	0	144	0	0
Depdc7	48.000000	0	144	0	0
Dennd6b	48.000000	0	144	0	0
Dennd2a	48.000000	0	144	0	0
Dennd1a	48.000000	0	144	0	0
Dek	48.000000	0	144	0	0
Degs1	48.000000	0	144	0	0
Dcp2	48.000000	0	144	0	0
Dap3	48.000000	0	144	0	0
Cyb5r4	48.000000	0	144	0	0
Cse1l	48.000000	0	144	0	0
Col25a1	48.000000	0	144	0	0
Cobll1	48.000000	0	144	0	0
Cnst	48.000000	0	144	0	0
Cmtm3	48.000000	0	144	0	0
Clpb	48.000000	0	144	0	0
Cib1	48.000000	0	144	0	0
Ciao2b	48.000000	0	144	0	0
Chtop	48.000000	0	144	0	0
Chic2	48.000000	0	144	0	0
Chaf1a	48.000000	0	144	0	0
Cfap99	48.000000	0	144	0	0
Cers5	48.000000	0	144	0	0
Cep85l	48.000000	0	144	0	0
Cenpc1	48.000000	0	144	0	0
Cemip	48.000000	0	144	0	0
Cdk2	48.000000	0	144	0	0
Cdh7	48.000000	0	144	0	0
Cdc42ep3	48.000000	0	144	0	0
Cd5	48.000000	0	144	0	0
Cd47	48.000000	0	144	0	0
Ccpg1os	48.000000	0	144	0	0
Ccpg1	48.000000	0	144	0	0
Ccdc18	48.000000	0	144	0	0
Ccdc134	48.000000	0	144	0	0
Cbr1	48.000000	0	144	0	0
Casp8ap2	48.000000	0	144	0	0
Cask	48.000000	0	144	0	0
Camta1	48.000000	0	144	0	0
Calr	48.000000	0	144	0	0
Calb1	48.000000	0	144	0	0
Cacna2d1	48.000000	0	144	0	0
Cacna1e	48.000000	0	144	0	0
Cabyr	48.000000	0	144	0	0
Bub1	48.000000	0	144	0	0
Btbd10	48.000000	0	144	0	0
Boc	48.000000	0	144	0	0
BC031181	48.000000	0	144	0	0
Bbof1	48.000000	0	144	0	0
Avl9	48.000000	0	144	0	0
Atp9b	48.000000	0	144	0	0
Atp6v1d	48.000000	0	144	0	0
Atn1	48.000000	0	144	0	0
Atl2	48.000000	0	144	0	0
Atg3	48.000000	0	144	0	0
Ate1	48.000000	0	144	0	0
Asph	48.000000	0	144	0	0
Arsb	48.000000	0	144	0	0
Anxa5	48.000000	0	144	0	0
Anln	48.000000	0	144	0	0
Ankrd37	48.000000	0	144	0	0
Ankrd16	48.000000	0	144	0	0
Ankra2	48.000000	0	144	0	0
Amotl1	48.000000	0	144	0	0
Alkbh1	48.000000	0	144	0	0
Alg6	48.000000	0	144	0	0
Alg1	48.000000	0	144	0	0
Ak3	48.000000	0	144	0	0
Ak2	48.000000	0	144	0	0
Ahsa1	48.000000	0	144	0	0
Ahcyl1	48.000000	0	144	0	0
Agpat5	48.000000	0	144	0	0
Aff4	48.000000	0	144	0	0
Aff1	48.000000	0	144	0	0
Actr1b	48.000000	0	144	0	0
Actl6a	48.000000	0	144	0	0
Aco1	48.000000	0	144	0	0
Abi2	48.000000	0	144	0	0
Abhd2	48.000000	0	144	0	0
Abcc1	48.000000	0	144	0	0
Aatf	48.000000	0	144	0	0
9530077C05Rik	48.000000	0	144	0	0
4930503L19Rik	48.000000	0	144	0	0
2210016L21Rik	48.000000	0	144	0	0
1810062G17Rik	48.000000	0	144	0	0
Zfp687	47.666667	0	143	0	0
Ubald2	47.666667	0	143	0	0
Tmem214	47.666667	0	143	0	0
Snx18	47.666667	0	143	0	0
Sirt2	47.666667	0	143	0	0
Rilpl1	47.666667	0	143	0	0
Ramac	47.666667	0	143	0	0
Ppp2r2c	47.666667	0	143	0	0
Nfkbib	47.666667	0	143	0	0
Neurl2	47.666667	0	143	0	0
Iscu	47.666667	0	143	0	0
Fmn2	47.666667	0	143	0	0
Fgfrl1	47.666667	0	143	0	0
Fbxo44	47.666667	0	143	0	0
Fbxo2	47.666667	0	143	0	0
Ctsa	47.666667	0	143	0	0
Coro2a	47.666667	0	143	0	0
Bcar1	47.666667	0	143	0	0
Arrdc1	47.666667	0	143	0	0
9130019O22Rik	47.666667	0	143	0	0
Zfp746	47.333333	0	142	0	0
Unc5b	47.333333	0	142	0	0
Ubl5	47.333333	0	142	0	0
Rps8	47.333333	0	142	0	0
Rimbp3	47.333333	0	142	0	0
Neurog2	47.333333	0	142	0	0
Mief1	47.333333	0	142	0	0
Mcrip2	47.333333	0	142	0	0
Lmnb1	47.333333	0	142	0	0
Kifc3	47.333333	0	142	0	0
Kif1c	47.333333	0	142	0	0
Inca1	47.333333	0	142	0	0
Igdcc3	47.333333	0	142	0	0
Hes5	47.333333	0	142	0	0
Fbxl12	47.333333	0	142	0	0
Fam72a	47.333333	0	142	0	0
Efna3	47.333333	0	142	0	0
Col7a1	47.333333	0	142	0	0
Col16a1	47.333333	0	142	0	0
Cmtm7	47.333333	0	142	0	0
Ccdc24	47.333333	0	142	0	0
Ap3b2	47.333333	0	142	0	0
Tuba1c	47.000000	0	141	0	0
Spdya	47.000000	0	141	0	0
Slc35a3	47.000000	0	141	0	0
Shb	47.000000	0	141	0	0
Ppp6r1	47.000000	0	141	0	0
Podnl1	47.000000	0	141	0	0
Nme2	47.000000	0	141	0	0
Nfe2l2	47.000000	0	141	0	0
Mlf2	47.000000	0	141	0	0
Man1c1	47.000000	0	141	0	0
Klhl21	47.000000	0	141	0	0
Irak2	47.000000	0	141	0	0
Dmrt3	47.000000	0	141	0	0
Ccnh	47.000000	0	141	0	0
Amdhd2	47.000000	0	141	0	0
Agap2	47.000000	0	141	0	0
6330409D20Rik	47.000000	0	141	0	0
Twf2	46.666667	0	140	0	0
Tmem8	46.666667	0	140	0	0
Tfap2a	46.666667	0	140	0	0
Rasl11b	46.666667	0	140	0	0
Pdgfb	46.666667	0	140	0	0
Npepl1	46.666667	0	140	0	0
Notch1	46.666667	0	140	0	0
Ncor2	46.666667	0	140	0	0
Mrpl34	46.666667	0	140	0	0
Man1a	46.666667	0	140	0	0
Klf13	46.666667	0	140	0	0
Dusp8	46.666667	0	140	0	0
Cpsf1	46.666667	0	140	0	0
Coq9	46.666667	0	140	0	0
Cnnm2	46.666667	0	140	0	0
Ciapin1	46.666667	0	140	0	0
Brd7	46.666667	0	140	0	0
BC003965	46.666667	0	140	0	0
Ak4	46.666667	0	140	0	0
Zfp174	46.333333	0	139	0	0
Zbtb39	46.333333	0	139	0	0
Tmem80	46.333333	0	139	0	0
Tmem74b	46.333333	0	139	0	0
Tedc2	46.333333	0	139	0	0
Sgcb	46.333333	0	139	0	0
Rfxap	46.333333	0	139	0	0
Nodal	46.333333	0	139	0	0
Lrrc4	46.333333	0	139	0	0
Kdm4b	46.333333	0	139	0	0
Igsf21	46.333333	0	139	0	0
Eid2	46.333333	0	139	0	0
E2f4	46.333333	0	139	0	0
Dynlt1f	46.333333	0	139	0	0
Dynlt1c	46.333333	0	139	0	0
Depdc1b	46.333333	0	139	0	0
Cpt1a	46.333333	0	139	0	0
Ccdc142	46.333333	0	139	0	0
Akap2	46.333333	0	139	0	0
A430005L14Rik	46.333333	0	139	0	0
Zc3h12a	46.000000	0	138	0	0
Swap70	46.000000	0	138	0	0
Snrnp25	46.000000	0	138	0	0
Smad3	46.000000	0	138	0	0
Schip1	46.000000	0	138	0	0
Plekhm2	46.000000	0	138	0	0
Nol4l	46.000000	0	138	0	0
Mrpl38	46.000000	0	138	0	0
Lin54	46.000000	0	138	0	0
Lfng	46.000000	0	138	0	0
Lbx1	46.000000	0	138	0	0
Grina	46.000000	0	138	0	0
Galnt4	46.000000	0	138	0	0
Egln1	46.000000	0	138	0	0
Efna1	46.000000	0	138	0	0
Zfp593	45.666667	0	137	0	0
Spsb1	45.666667	0	137	0	0
Rps14	45.666667	0	137	0	0
Ppp1r37	45.666667	0	137	0	0
Neu1	45.666667	0	137	0	0
Ndufb7	45.666667	0	137	0	0
Macrod1	45.666667	0	137	0	0
Lrrc56	45.666667	0	137	0	0
Ldlr	45.666667	0	137	0	0
Hras	45.666667	0	137	0	0
H1f0	45.666667	0	137	0	0
Gfra1	45.666667	0	137	0	0
Elmo1	45.666667	0	137	0	0
Dclk2	45.666667	0	137	0	0
Cited1	45.666667	0	137	0	0
Atp13a2	45.666667	0	137	0	0
Atg9a	45.666667	0	137	0	0
Ankzf1	45.666667	0	137	0	0
Wtap	45.333333	0	136	0	0
Tmem191c	45.333333	0	136	0	0
Smpd2	45.333333	0	136	0	0
Sdc3	45.333333	0	136	0	0
Rara	45.333333	0	136	0	0
Ppp3ca	45.333333	0	136	0	0
Ppil6	45.333333	0	136	0	0
Otp	45.333333	0	136	0	0
Nsmf	45.333333	0	136	0	0
Ndc1	45.333333	0	136	0	0
Mpped2	45.333333	0	136	0	0
Kat8	45.333333	0	136	0	0
Eif6	45.333333	0	136	0	0
Chd5	45.333333	0	136	0	0
Camk2n1	45.333333	0	136	0	0
Cacfd1	45.333333	0	136	0	0
Akap12	45.333333	0	136	0	0
Zscan20	45.000000	0	135	0	0
Znrf3	45.000000	0	135	0	0
Zfyve1	45.000000	0	135	0	0
Zfp941	45.000000	0	135	0	0
Zfp715	45.000000	0	135	0	0
Zfp69	45.000000	0	135	0	0
Zfp637	45.000000	0	135	0	0
Zfp57	45.000000	0	135	0	0
Zfp558	45.000000	0	135	0	0
Zfp532	45.000000	0	135	0	0
Zfp248	45.000000	0	135	0	0
Zfp217	45.000000	0	135	0	0
Zfp105	45.000000	0	135	0	0
Yipf5	45.000000	0	135	0	0
Xylb	45.000000	0	135	0	0
Xrn1	45.000000	0	135	0	0
Wwc1	45.000000	0	135	0	0
Whamm	45.000000	0	135	0	0
Wdr34	45.000000	0	135	0	0
Wdr11	45.000000	0	135	0	0
Wbp4	45.000000	0	135	0	0
Washc5	45.000000	0	135	0	0
Vps26b	45.000000	0	135	0	0
Vhl	45.000000	0	135	0	0
Vamp4	45.000000	0	135	0	0
Usp46	45.000000	0	135	0	0
Usf2	45.000000	0	135	0	0
Uqcc3	45.000000	0	135	0	0
Ung	45.000000	0	135	0	0
Umps	45.000000	0	135	0	0
Twf1	45.000000	0	135	0	0
Tspan2	45.000000	0	135	0	0
Trim71	45.000000	0	135	0	0
Top2a	45.000000	0	135	0	0
Tomt	45.000000	0	135	0	0
Tom1l2	45.000000	0	135	0	0
Tnfrsf8	45.000000	0	135	0	0
Tnfrsf21	45.000000	0	135	0	0
Tmod2	45.000000	0	135	0	0
Tmem62	45.000000	0	135	0	0
Tmem39a	45.000000	0	135	0	0
Tmem248	45.000000	0	135	0	0
Tmem243	45.000000	0	135	0	0
Tmed8	45.000000	0	135	0	0
Tm2d3	45.000000	0	135	0	0
Tle1	45.000000	0	135	0	0
Timm50	45.000000	0	135	0	0
Tfdp2	45.000000	0	135	0	0
Tceanc	45.000000	0	135	0	0
Tbrg1	45.000000	0	135	0	0
Tbc1d31	45.000000	0	135	0	0
Tbc1d19	45.000000	0	135	0	0
Tatdn1	45.000000	0	135	0	0
Tacc2	45.000000	0	135	0	0
Syt9	45.000000	0	135	0	0
Syncrip	45.000000	0	135	0	0
Susd6	45.000000	0	135	0	0
Sugp2	45.000000	0	135	0	0
Suclg1	45.000000	0	135	0	0
Stxbp3	45.000000	0	135	0	0
Stmn1	45.000000	0	135	0	0
Stard4	45.000000	0	135	0	0
St3gal4	45.000000	0	135	0	0
St3gal2	45.000000	0	135	0	0
St3gal1	45.000000	0	135	0	0
Srp9	45.000000	0	135	0	0
Srp72	45.000000	0	135	0	0
Sqle	45.000000	0	135	0	0
Sptan1	45.000000	0	135	0	0
Spcs1	45.000000	0	135	0	0
Snx19	45.000000	0	135	0	0
Snrpb	45.000000	0	135	0	0
Sncaip	45.000000	0	135	0	0
Smg8	45.000000	0	135	0	0
Smc5	45.000000	0	135	0	0
Slc5a7	45.000000	0	135	0	0
Slc35f5	45.000000	0	135	0	0
Slc30a4	45.000000	0	135	0	0
Slc25a42	45.000000	0	135	0	0
Slc12a6	45.000000	0	135	0	0
Sidt2	45.000000	0	135	0	0
Shc2	45.000000	0	135	0	0
Sh3pxd2a	45.000000	0	135	0	0
Sft2d3	45.000000	0	135	0	0
Sf3b6	45.000000	0	135	0	0
Serp1	45.000000	0	135	0	0
Serinc1	45.000000	0	135	0	0
Senp8	45.000000	0	135	0	0
Sdad1	45.000000	0	135	0	0
Scamp1	45.000000	0	135	0	0
Samd15	45.000000	0	135	0	0
Rrp7a	45.000000	0	135	0	0
Rps23	45.000000	0	135	0	0
Rpl35	45.000000	0	135	0	0
Rpgr	45.000000	0	135	0	0
Rpa2	45.000000	0	135	0	0
Rp9	45.000000	0	135	0	0
Rnaset2a	45.000000	0	135	0	0
Riok1	45.000000	0	135	0	0
Ric1	45.000000	0	135	0	0
Rhoq	45.000000	0	135	0	0
Rel	45.000000	0	135	0	0
Rcn2	45.000000	0	135	0	0
Rcn1	45.000000	0	135	0	0
Rasgef1b	45.000000	0	135	0	0
Rarb	45.000000	0	135	0	0
Ranbp2	45.000000	0	135	0	0
Rabgap1l	45.000000	0	135	0	0
Qsox1	45.000000	0	135	0	0
Ptx3	45.000000	0	135	0	0
Ptpra	45.000000	0	135	0	0
Ptar1	45.000000	0	135	0	0
Psph	45.000000	0	135	0	0
Prxl2a	45.000000	0	135	0	0
Prr14l	45.000000	0	135	0	0
Prpf8	45.000000	0	135	0	0
Prom1	45.000000	0	135	0	0
Prc1	45.000000	0	135	0	0
Ppp1r12a	45.000000	0	135	0	0
Ppid	45.000000	0	135	0	0
Ppa1	45.000000	0	135	0	0
Pola1	45.000000	0	135	0	0
Plin2	45.000000	0	135	0	0
Plekha8	45.000000	0	135	0	0
Pikfyve	45.000000	0	135	0	0
Pigh	45.000000	0	135	0	0
Phldb2	45.000000	0	135	0	0
Phgdh	45.000000	0	135	0	0
Phc2	45.000000	0	135	0	0
Phactr4	45.000000	0	135	0	0
Pdp1	45.000000	0	135	0	0
Pdia3	45.000000	0	135	0	0
Pced1b	45.000000	0	135	0	0
Pcbp1	45.000000	0	135	0	0
Pawr	45.000000	0	135	0	0
Patj	45.000000	0	135	0	0
Otulin	45.000000	0	135	0	0
Osgin2	45.000000	0	135	0	0
Ogfod1	45.000000	0	135	0	0
Nxn	45.000000	0	135	0	0
Nudt21	45.000000	0	135	0	0
Nsmce2	45.000000	0	135	0	0
Nrf1	45.000000	0	135	0	0
Npepps	45.000000	0	135	0	0
Nle1	45.000000	0	135	0	0
Nemf	45.000000	0	135	0	0
Nek9	45.000000	0	135	0	0
Nek11	45.000000	0	135	0	0
Neil2	45.000000	0	135	0	0
Negr1	45.000000	0	135	0	0
Ndufs4	45.000000	0	135	0	0
Ndufb9	45.000000	0	135	0	0
Ncapd3	45.000000	0	135	0	0
Nap1l2	45.000000	0	135	0	0
Myo9a	45.000000	0	135	0	0
Myo1b	45.000000	0	135	0	0
Mvb12a	45.000000	0	135	0	0
Mtmr12	45.000000	0	135	0	0
Mtf2	45.000000	0	135	0	0
Mtcl1	45.000000	0	135	0	0
Mt3	45.000000	0	135	0	0
Msn	45.000000	0	135	0	0
Mrpl42	45.000000	0	135	0	0
Mrpl3	45.000000	0	135	0	0
Mrpl21	45.000000	0	135	0	0
Mrpl20	45.000000	0	135	0	0
Mpp6	45.000000	0	135	0	0
Mier3	45.000000	0	135	0	0
Mfsd13a	45.000000	0	135	0	0
Mettl5	45.000000	0	135	0	0
Med30	45.000000	0	135	0	0
Med28	45.000000	0	135	0	0
Meaf6	45.000000	0	135	0	0
Mdfic	45.000000	0	135	0	0
Mcur1	45.000000	0	135	0	0
Matr3	45.000000	0	135	0	0
Mast2	45.000000	0	135	0	0
Map3k3	45.000000	0	135	0	0
Map3k20	45.000000	0	135	0	0
Map10	45.000000	0	135	0	0
Mak	45.000000	0	135	0	0
Mad2l1	45.000000	0	135	0	0
Lyst	45.000000	0	135	0	0
Lrrc8a	45.000000	0	135	0	0
Lpcat2	45.000000	0	135	0	0
Lin9	45.000000	0	135	0	0
Leprot	45.000000	0	135	0	0
Ldah	45.000000	0	135	0	0
Lcor	45.000000	0	135	0	0
Lamtor1	45.000000	0	135	0	0
L2hgdh	45.000000	0	135	0	0
Kmt5b	45.000000	0	135	0	0
Klhl5	45.000000	0	135	0	0
Klhl23	45.000000	0	135	0	0
Kif5b	45.000000	0	135	0	0
Kif20b	45.000000	0	135	0	0
Kdm2b	45.000000	0	135	0	0
Junb	45.000000	0	135	0	0
Itm2b	45.000000	0	135	0	0
Itgav	45.000000	0	135	0	0
Isoc1	45.000000	0	135	0	0
Intu	45.000000	0	135	0	0
Ints14	45.000000	0	135	0	0
Ints13	45.000000	0	135	0	0
Incenp	45.000000	0	135	0	0
Imp3	45.000000	0	135	0	0
Ighmbp2	45.000000	0	135	0	0
Idh1	45.000000	0	135	0	0
Hsp90aa1	45.000000	0	135	0	0
Hpcal1	45.000000	0	135	0	0
Hpca	45.000000	0	135	0	0
Hmgcll1	45.000000	0	135	0	0
Hivep1	45.000000	0	135	0	0
Hexim2	45.000000	0	135	0	0
Hes3	45.000000	0	135	0	0
H4c11	45.000000	0	135	0	0
Gsk3b	45.000000	0	135	0	0
Greb1	45.000000	0	135	0	0
Gpi1	45.000000	0	135	0	0
Got2	45.000000	0	135	0	0
Gnpda2	45.000000	0	135	0	0
Glt8d1	45.000000	0	135	0	0
Gkap1	45.000000	0	135	0	0
Fth1	45.000000	0	135	0	0
Frg1	45.000000	0	135	0	0
Fnbp4	45.000000	0	135	0	0
Fkbp1a	45.000000	0	135	0	0
Fgfr1op2	45.000000	0	135	0	0
Fbln1	45.000000	0	135	0	0
Fancf	45.000000	0	135	0	0
Fam3c	45.000000	0	135	0	0
Fam189a2	45.000000	0	135	0	0
Faim	45.000000	0	135	0	0
Esco1	45.000000	0	135	0	0
Entpd4b	45.000000	0	135	0	0
Entpd4	45.000000	0	135	0	0
Enox2	45.000000	0	135	0	0
Endov	45.000000	0	135	0	0
Eml5	45.000000	0	135	0	0
Elfn1	45.000000	0	135	0	0
Elf1	45.000000	0	135	0	0
Eif3a	45.000000	0	135	0	0
Eif2s2	45.000000	0	135	0	0
Eif2a	45.000000	0	135	0	0
Dynll1	45.000000	0	135	0	0
Dtnb	45.000000	0	135	0	0
Drc3	45.000000	0	135	0	0
Dock1	45.000000	0	135	0	0
Dnajc1	45.000000	0	135	0	0
Dnah7a	45.000000	0	135	0	0
Dmac2l	45.000000	0	135	0	0
Dlec1	45.000000	0	135	0	0
Dgcr8	45.000000	0	135	0	0
Ddb1	45.000000	0	135	0	0
Dcbld2	45.000000	0	135	0	0
Dcbld1	45.000000	0	135	0	0
Dcaf6	45.000000	0	135	0	0
D630045J12Rik	45.000000	0	135	0	0
D5Ertd579e	45.000000	0	135	0	0
Csnk1g3	45.000000	0	135	0	0
Crebrf	45.000000	0	135	0	0
Cog6	45.000000	0	135	0	0
Cmtm8	45.000000	0	135	0	0
Cmas	45.000000	0	135	0	0
Clcc1	45.000000	0	135	0	0
Chordc1	45.000000	0	135	0	0
Chmp2b	45.000000	0	135	0	0
Cfap300	45.000000	0	135	0	0
Cep55	45.000000	0	135	0	0
Cenpe	45.000000	0	135	0	0
Cdk18	45.000000	0	135	0	0
Cdc42se2	45.000000	0	135	0	0
Cd24a	45.000000	0	135	0	0
Cd109	45.000000	0	135	0	0
Cct6a	45.000000	0	135	0	0
Ccser2	45.000000	0	135	0	0
Ccdc50	45.000000	0	135	0	0
Ccdc171	45.000000	0	135	0	0
Ccdc17	45.000000	0	135	0	0
Ccdc149	45.000000	0	135	0	0
Cbl	45.000000	0	135	0	0
Catsper2	45.000000	0	135	0	0
Caprin2	45.000000	0	135	0	0
Cage1	45.000000	0	135	0	0
Btaf1	45.000000	0	135	0	0
Bri3bp	45.000000	0	135	0	0
Brd1	45.000000	0	135	0	0
Bola1	45.000000	0	135	0	0
Bms1	45.000000	0	135	0	0
Bivm	45.000000	0	135	0	0
Baz1a	45.000000	0	135	0	0
Axl	45.000000	0	135	0	0
Aurkaip1	45.000000	0	135	0	0
Auh	45.000000	0	135	0	0
Atp11b	45.000000	0	135	0	0
Aste1	45.000000	0	135	0	0
Armcx4	45.000000	0	135	0	0
Armc6	45.000000	0	135	0	0
Arl4a	45.000000	0	135	0	0
Arhgap26	45.000000	0	135	0	0
Arhgap17	45.000000	0	135	0	0
Arglu1	45.000000	0	135	0	0
Arf4	45.000000	0	135	0	0
Arf2	45.000000	0	135	0	0
Araf	45.000000	0	135	0	0
Ar	45.000000	0	135	0	0
Apba2	45.000000	0	135	0	0
Ap4e1	45.000000	0	135	0	0
Ankrd35	45.000000	0	135	0	0
Ank	45.000000	0	135	0	0
Amigo2	45.000000	0	135	0	0
Als2	45.000000	0	135	0	0
Add3	45.000000	0	135	0	0
Adam22	45.000000	0	135	0	0
Adam10	45.000000	0	135	0	0
Actn2	45.000000	0	135	0	0
Abcd3	45.000000	0	135	0	0
A930018P22Rik	45.000000	0	135	0	0
2210016F16Rik	45.000000	0	135	0	0
Zswim6	44.666667	0	134	0	0
Wnt7a	44.666667	0	134	0	0
Ube2q2	44.666667	0	134	0	0
Uaca	44.666667	0	134	0	0
Tmem198b	44.666667	0	134	0	0
Telo2	44.666667	0	134	0	0
Septin9	44.666667	0	134	0	0
Rnaseh2c	44.666667	0	134	0	0
Rilp	44.666667	0	134	0	0
Pou3f2	44.666667	0	134	0	0
Pgls	44.666667	0	134	0	0
Ogdh	44.666667	0	134	0	0
Nop14	44.666667	0	134	0	0
Nfkb2	44.666667	0	134	0	0
Msx1	44.666667	0	134	0	0
Miga1	44.666667	0	134	0	0
Marcksl1	44.666667	0	134	0	0
Map7d2	44.666667	0	134	0	0
Grk4	44.666667	0	134	0	0
Gls	44.666667	0	134	0	0
Glrx5	44.666667	0	134	0	0
Fam222a	44.666667	0	134	0	0
Eya4	44.666667	0	134	0	0
E2f2	44.666667	0	134	0	0
Dnajc14	44.666667	0	134	0	0
Dmbx1	44.666667	0	134	0	0
Cisd1	44.666667	0	134	0	0
Ccn1	44.666667	0	134	0	0
Btg3	44.666667	0	134	0	0
Ube2g1	44.333333	0	133	0	0
Tmem50b	44.333333	0	133	0	0
Tmem28	44.333333	0	133	0	0
Tmem223	44.333333	0	133	0	0
Syngr1	44.333333	0	133	0	0
Sun2	44.333333	0	133	0	0
Stox1	44.333333	0	133	0	0
Stk4	44.333333	0	133	0	0
Sox8	44.333333	0	133	0	0
Slc25a25	44.333333	0	133	0	0
Slc1a4	44.333333	0	133	0	0
Sfxn5	44.333333	0	133	0	0
Selenoi	44.333333	0	133	0	0
Peli3	44.333333	0	133	0	0
Nefm	44.333333	0	133	0	0
Naif1	44.333333	0	133	0	0
Mtmr4	44.333333	0	133	0	0
Mob3c	44.333333	0	133	0	0
Kif13a	44.333333	0	133	0	0
Irf2bp1	44.333333	0	133	0	0
Hgsnat	44.333333	0	133	0	0
Fzd5	44.333333	0	133	0	0
E4f1	44.333333	0	133	0	0
Cfd	44.333333	0	133	0	0
Ccnd2	44.333333	0	133	0	0
Thada	44.000000	0	132	0	0
Tbx3	44.000000	0	132	0	0
Sim2	44.000000	0	132	0	0
Rpl36	44.000000	0	132	0	0
Robo3	44.000000	0	132	0	0
Rab24	44.000000	0	132	0	0
Prelid1	44.000000	0	132	0	0
Pitpnm1	44.000000	0	132	0	0
Piezo1	44.000000	0	132	0	0
Pagr1a	44.000000	0	132	0	0
Nlgn3	44.000000	0	132	0	0
Map11	44.000000	0	132	0	0
Klhl29	44.000000	0	132	0	0
Kcnc3	44.000000	0	132	0	0
Kat6b	44.000000	0	132	0	0
Inka1	44.000000	0	132	0	0
Gphn	44.000000	0	132	0	0
Fgf22	44.000000	0	132	0	0
Efna5	44.000000	0	132	0	0
Tmem41a	43.666667	0	131	0	0
Slc29a3	43.666667	0	131	0	0
R3hcc1	43.666667	0	131	0	0
Nr2f1	43.666667	0	131	0	0
Mmp14	43.666667	0	131	0	0
Mex3d	43.666667	0	131	0	0
Klf10	43.666667	0	131	0	0
Kctd12	43.666667	0	131	0	0
Hapln3	43.666667	0	131	0	0
Cep131	43.666667	0	131	0	0
Bcl7a	43.666667	0	131	0	0
Atxn1	43.666667	0	131	0	0
Arl2bp	43.666667	0	131	0	0
Arid1a	43.666667	0	131	0	0
2310022B05Rik	43.666667	0	131	0	0
Zbtb48	43.333333	0	130	0	0
Zbtb16	43.333333	0	130	0	0
Tmem63a	43.333333	0	130	0	0
Sox3	43.333333	0	130	0	0
Slc48a1	43.333333	0	130	0	0
Slc26a11	43.333333	0	130	0	0
Sgsh	43.333333	0	130	0	0
Sdk2	43.333333	0	130	0	0
Rnf214	43.333333	0	130	0	0
Pcsk7	43.333333	0	130	0	0
Klhdc4	43.333333	0	130	0	0
Kcnn1	43.333333	0	130	0	0
Irgq	43.333333	0	130	0	0
Gale	43.333333	0	130	0	0
Fdxr	43.333333	0	130	0	0
Dnaja3	43.333333	0	130	0	0
Dctn1	43.333333	0	130	0	0
Coasy	43.333333	0	130	0	0
Clpp	43.333333	0	130	0	0
Atp5mpl	43.333333	0	130	0	0
Tubb4b	43.000000	0	129	0	0
Spc24	43.000000	0	129	0	0
Socs3	43.000000	0	129	0	0
Sart1	43.000000	0	129	0	0
Ptpmt1	43.000000	0	129	0	0
Ppp1r14a	43.000000	0	129	0	0
Kif21b	43.000000	0	129	0	0
Kcnh3	43.000000	0	129	0	0
Jarid2	43.000000	0	129	0	0
Ifitm5	43.000000	0	129	0	0
Fdx2	43.000000	0	129	0	0
Enkd1	43.000000	0	129	0	0
Cpeb2	43.000000	0	129	0	0
Chst2	43.000000	0	129	0	0
Arf5	43.000000	0	129	0	0
Anp32e	43.000000	0	129	0	0
Adap1	43.000000	0	129	0	0
4933405L10Rik	43.000000	0	129	0	0
Tha1	42.666667	0	128	0	0
St6galnac6	42.666667	0	128	0	0
Ppan	42.666667	0	128	0	0
Pou3f1	42.666667	0	128	0	0
Nrarp	42.666667	0	128	0	0
Npas3	42.666667	0	128	0	0
Gpr3	42.666667	0	128	0	0
Eef1d	42.666667	0	128	0	0
Ankrd52	42.666667	0	128	0	0
Znrf2	42.333333	0	127	0	0
Zmym3	42.333333	0	127	0	0
Zkscan16	42.333333	0	127	0	0
Zfp961	42.333333	0	127	0	0
Zfp786	42.333333	0	127	0	0
Zfp770	42.333333	0	127	0	0
Zfp740	42.333333	0	127	0	0
Zfp68	42.333333	0	127	0	0
Zfp626	42.333333	0	127	0	0
Zfp61	42.333333	0	127	0	0
Zfp433	42.333333	0	127	0	0
Zfp397	42.333333	0	127	0	0
Zfp277	42.333333	0	127	0	0
Zfp212	42.333333	0	127	0	0
Zeb2	42.333333	0	127	0	0
Zcchc4	42.333333	0	127	0	0
Zc3h8	42.333333	0	127	0	0
